EMPLOYEE_ID;FULL_NAME;CATEGORY;EMPLOYMENT_DATE;BIRTH_DATE;EDUCATION_LEVEL;GENDER
315;Avalos, Robert;Store Temporary Checker;02/11/2002;10/21/1968;Bachelors Degree;M
316;Jacobsen, Eric;Store Temporary Checker;04/14/2002;01/28/1967;Graduate Degree;M
317;Castro, Pamela;Store Temporary Checker;07/27/2002;04/14/1980;High School Degree;F
318;Caldwell, Sylvia;Store Temporary Checker;02/22/2002;11/12/1974;Bachelors Degree;F
319;Reed, Russell;Store Temporary Checker;04/27/2001;08/29/1954;Graduate Degree;F
320;Kelley, Victor;Store Temporary Checker;01/31/2002;05/17/1964;Graduate Degree;M
321;Taylor, Damon;Store Temporary Checker;10/06/2003;03/11/1960;Partial College;M
322;Robinson, Rebecca;Store Temporary Checker;10/30/2002;12/11/1967;Graduate Degree;F
323;Thomsen, Andrea;Store Temporary Checker;11/06/2001;02/12/1960;Graduate Degree;M
324;Baldwin, Douglas;Store Temporary Checker;10/03/2002;05/19/1963;Partial High School;F
325;Yuhasz, Ian;Store Permanent Stocker;12/23/2002;12/24/1968;Partial College;F
326;Carmody, Jovita;Store Permanent Stocker;05/06/2002;12/30/1954;Bachelors Degree;F
327;Gonzales, Lynn;Store Permanent Stocker;10/29/2003;04/01/1962;Bachelors Degree;M
328;Allen, Phyllis;Store Permanent Stocker;01/18/2002;11/01/1968;Partial High School;F
329;Caprio, Johnny;Store Permanent Stocker;05/15/2001;10/15/1958;Bachelors Degree;F
330;Slaven, Lanna;Store Permanent Stocker;10/06/2002;11/13/1959;High School Degree;M
331;Ortiz, Fred;Store Permanent Stocker;07/30/2002;02/03/1969;High School Degree;M
332;Beaver, John;Store Permanent Stocker;11/09/2004;06/09/1956;Bachelors Degree;F
333;Rhodes, Albert;Store Permanent Stocker;06/15/2001;04/21/1974;Bachelors Degree;F
334;Kaffer, Scott;Store Permanent Stocker;10/15/2002;02/19/1951;High School Degree;F
335;Bales, Jennifer;Store Permanent Stocker;05/04/2003;05/02/1968;Partial College;M
336;Stotka, Louis;Store Permanent Stocker;12/06/2002;03/15/1954;High School Degree;F
337;Maynard, Sandra;Store Permanent Stocker;03/26/2002;10/18/1964;Bachelors Degree;M
338;Tuell, Gracia;Store Permanent Stocker;02/20/2002;02/22/1960;Partial College;F
339;Burnett, Timothy;Store Permanent Stocker;04/22/2002;04/21/1983;Partial College;F
340;Haugh, James;Store Temporary Stocker;12/21/2002;09/27/1953;High School Degree;M
341;Moberly, Paula;Store Temporary Stocker;07/04/2002;09/30/1966;High School Degree;F
342;Meyer, Eric;Store Temporary Stocker;05/04/2002;03/12/1962;Graduate Degree;F
343;Orona, Gloria;Store Temporary Stocker;01/02/2001;09/14/1971;Bachelors Degree;M
344;Warmack, Ruth;Store Temporary Stocker;04/12/2003;09/16/1981;Partial High School;F
345;Wall, Joanna;Store Temporary Stocker;06/23/2004;03/17/1968;High School Degree;M
346;Appelbaum, Sabria;Store Temporary Stocker;01/02/2002;05/03/1971;Bachelors Degree;F
347;Kung, Jeffrey;Store Temporary Stocker;07/02/2002;08/10/1963;High School Degree;M
348;Wilson, Gloria;Store Temporary Stocker;10/10/2003;08/08/1970;Partial College;F
349;Tuffield, Phyllis;Store Temporary Stocker;11/03/2004;04/26/1965;Partial College;F
350;Ping, Patricia;Store Temporary Stocker;02/25/2002;11/28/1965;Partial College;M
351;Shepard, David;Store Temporary Stocker;11/06/2003;01/31/1953;High School Degree;F
352;Bailey, James;Store Temporary Stocker;08/19/2001;03/05/1946;Partial College;F
353;Chestnut, Susan;Store Temporary Stocker;07/22/2004;01/01/1971;Bachelors Degree;F
354;Toone, Delia;Store Temporary Stocker;01/17/2002;10/11/1961;Partial High School;F
355;Armstrong, Thomas;Store Temporary Stocker;10/14/2001;01/15/1967;Bachelors Degree;F
356;Billstrom, Mary;Store Temporary Stocker;06/30/2003;11/06/1967;Partial College;M
357;Stotka, Robert;Store Temporary Stocker;09/30/2003;11/07/1975;Graduate Degree;F
358;Johnson, Danielle;Store Assistant Manager;05/13/2003;09/08/1947;Partial College;F
359;Lepro, Bonnie;Sales Executive;12/30/2004;08/23/1982;PhD. Marketing;M
360;Elliott, Carol;Store Temporary Checker;05/07/2002;11/30/1949;Partial High School;F
361;Steelman, Shanay;Store Assistant Manager;07/29/2003;10/22/1959;Graduate Degree;F
362;Adams, Frances;Store Shift Supervisor;04/23/2003;03/09/1963;Partial High School;F
363;Poorbaugh, Alma;Store Shift Supervisor;07/25/2003;06/21/1967;High School Degree;F
364;Hasty, Neal;Store Shift Supervisor;02/28/2001;11/12/1956;Partial College;F
365;Betsekas, Steven;Store Permanent Butcher;11/01/2004;01/25/1971;Bachelors Degree;M
366;Ziegler, Arvid;Store Permanent Butcher;10/23/2001;02/13/1968;Bachelors Degree;F
367;Weyerhaeuser, Ann;Store Information Systems;12/02/2003;02/20/1964;High School Degree;F
368;Robinson, Dorothy;Sales Executive;03/06/2002;03/03/1970;PhD. Marketing;F
369;Brunner, June;Sales Executive;02/04/2001;04/19/1971;PhD. Marketing;M
370;Frazier, Judith;Sales Executive;05/07/2002;07/04/1973;PhD. Marketing;M
371;Rector, Michelle;Sales Executive;01/24/2001;02/20/1961;PhD. Marketing;M
372;Caldwell, Mari;Sales Executive;01/28/2001;10/12/1953;PhD. Marketing;F
373;Gonzales, Linda;Sales Executive;04/07/2003;02/18/1962;PhD. Marketing;F
374;Monitor, Alan;Sales Executive;02/24/2002;03/31/1967;PhD. Marketing;F
375;Lewin, Elsie;Sales Executive;11/30/2003;10/25/1952;PhD. Marketing;M
376;Desalvo, Bev;Sales Executive;03/25/2001;10/17/1965;PhD. Marketing;F
377;Alpuerto, Oscar;Sales Executive;05/02/2002;05/26/1951;PhD. Marketing;M
378;Marshall, Cecelia;Sales Executive;12/06/2002;09/14/1965;PhD. Marketing;M
379;Bockenkamp, Gabriel;Sales Executive;09/01/2001;11/30/1969;PhD. Marketing;M
380;Kesterson, Alice;Store Temporary Checker;12/28/2004;09/26/1971;Partial College;F
381;Alexander, J. Phillip;Store Temporary Checker;08/10/2002;02/28/1956;Bachelors Degree;M
382;Mendoza, R. Morgan;Store Temporary Checker;03/26/2003;11/21/1966;Partial High School;M
383;Herrick, Pam;Store Temporary Checker;04/14/2002;11/05/1980;Partial College;M
384;McCoy, James;Store Temporary Checker;12/12/2003;12/15/1968;Partial College;F
385;Thoreson, Rossane;Store Temporary Checker;01/22/2003;06/13/1971;Partial High School;F
386;Snowden, Victoria;Store Temporary Checker;12/27/2002;09/16/1964;Partial College;M
387;Blanton, Donald;Store Temporary Checker;04/01/2002;06/16/1970;Partial College;F
388;Gibbens, Cornett;Store Temporary Checker;04/07/2002;12/22/1965;Bachelors Degree;M
389;Alcorn, Paul;Store Temporary Checker;08/21/2003;02/03/1955;Bachelors Degree;M
390;Miller, Virginia;Store Temporary Checker;07/01/2002;12/11/1959;Bachelors Degree;M
391;Campen, Henry;Store Temporary Checker;10/06/2003;02/12/1959;High School Degree;F
392;Coffman, Connie;Store Temporary Checker;07/29/2002;03/10/1948;Bachelors Degree;M
393;Bustamante, Jared;Store Temporary Checker;12/01/2002;02/11/1974;High School Degree;M
394;Eldridge, Carla;Store Temporary Checker;12/07/2002;04/30/1965;Graduate Degree;F
395;Sipsy, Barbara;Store Permanent Stocker;08/07/2002;09/03/1969;Graduate Degree;F
396;Weimer, Dorothy;Store Permanent Stocker;01/09/2003;12/22/1969;Partial College;M
397;Irwin, Richard;Store Permanent Stocker;11/11/2002;10/09/1948;Partial College;M
398;Son, Alma;Store Permanent Stocker;10/21/2002;08/04/1950;Bachelors Degree;M
399;Brandon, Cornelius;Store Permanent Stocker;03/26/2002;03/03/1969;Partial College;F
400;Quintana, Monica;Store Permanent Stocker;05/07/2003;01/05/1969;Bachelors Degree;M
401;Colon, John;Store Permanent Stocker;10/20/2002;07/02/1965;High School Degree;F
402;Barlow, Brenda;Store Permanent Stocker;03/14/2002;10/15/1973;Partial High School;M
403;Adina, Ronald;Store Permanent Stocker;01/12/2003;05/14/1981;Graduate Degree;M
404;Bohling, Michael;Store Permanent Stocker;05/14/2002;09/23/1970;Bachelors Degree;F
405;Wheeler, Sam;Store Permanent Stocker;01/11/2002;04/12/1964;Bachelors Degree;M
406;Swearengin, Abraham;Store Permanent Stocker;06/23/2002;04/27/1960;Partial College;M
407;Givens, David;Store Temporary Stocker;07/27/2004;11/26/1977;High School Degree;F
408;Beanston, Glenna;Store Temporary Stocker;06/06/2002;09/30/1951;High School Degree;M
409;Bruno, Dirk;Store Temporary Stocker;03/02/2001;10/17/1971;High School Degree;M
410;Berger, Alexander;Store Temporary Stocker;05/23/2001;10/23/1951;Graduate Degree;M
411;Sultan, Marcia;Store Temporary Stocker;10/07/2001;08/31/1957;Partial College;M
412;Svoboda, Martin;Store Temporary Stocker;06/23/2004;09/10/1953;Bachelors Degree;F
413;Tullao, Mary;Store Temporary Stocker;11/10/2001;09/26/1967;High School Degree;F
414;Hernandez, Irene;Store Temporary Stocker;08/30/2003;05/29/1965;Partial College;M
415;Wilkie, Jay Saxema;Store Temporary Stocker;03/24/2002;06/02/1950;Partial High School;F
416;Lunt, Sean;Store Temporary Stocker;02/28/2001;06/02/1974;Bachelors Degree;F
417;Fulton, Paul;Store Temporary Stocker;01/27/2004;12/02/1962;Graduate Degree;F
418;Dillon, Rudolph;Store Temporary Stocker;03/07/2001;10/27/1976;Bachelors Degree;F
419;Miller, Matthew;Store Temporary Stocker;04/30/2002;04/27/1961;High School Degree;F
420;Stern, Vassar;Store Temporary Stocker;10/30/2003;05/18/1956;Bachelors Degree;F
421;Suffin, Ruth;Store Temporary Stocker;06/12/2002;10/13/1956;Partial College;M
422;Cleary, Kristine;Store Assistant Manager;11/06/2002;09/16/1957;Partial High School;F
423;Homax, Jaunita;Store Shift Supervisor;10/22/2001;01/14/1959;Partial College;F
424;Adams, Margaret;Store Shift Supervisor;12/21/2001;10/08/1957;Partial College;M
425;Zubaty, Carla;Store Shift Supervisor;12/20/2002;03/10/1978;Partial College;M
426;Khan, Tammy;Store Permanent Butcher;06/15/2003;11/07/1957;Partial College;M
427;Brinkd, David;Store Permanent Butcher;09/30/2002;04/09/1974;High School Degree;M
428;Clark, James;Store Information Systems;10/20/2003;10/30/1977;High School Degree;M
429;Dennis, Helen;Sales Executive;03/03/2002;04/19/1954;PhD. Marketing;M
430;Brumfield, Eric;Sales Executive;07/09/2003;09/21/1971;PhD. Marketing;F
431;Sanchez, Madalena;Sales Executive;11/30/2002;01/26/1964;PhD. Marketing;F
432;Suess, Gary;Sales Executive;12/16/2001;01/30/1973;PhD. Marketing;F
433;Trach, Glenn;Sales Executive;01/19/2002;06/21/1958;PhD. Marketing;F
434;White, Cynthia;Sales Executive;09/30/2003;04/02/1965;PhD. Marketing;F
435;Brian, Walter;Sales Executive;05/23/2003;02/05/1959;PhD. Marketing;M
436;Trujillo, Christie;Sales Executive;06/26/2003;11/11/1971;PhD. Marketing;F
437;Alameda, Lili;Sales Executive;01/05/2001;06/03/1980;PhD. Marketing;F
438;Fox, Dorothy;Sales Executive;02/17/2002;10/23/1977;PhD. Marketing;M
439;Gallagher, Aldeen;Sales Executive;12/04/2001;05/31/1954;PhD. Marketing;F
440;Myer, Dorothy;Sales Executive;05/27/2002;04/26/1971;PhD. Marketing;F
441;Byrnes, David;Store Temporary Checker;07/20/2003;01/28/1975;Partial High School;F
442;Ryan, Justine;Store Temporary Checker;05/01/2002;11/14/1957;Graduate Degree;M
443;Chand, Forrest;Store Temporary Checker;11/27/2003;06/15/1956;High School Degree;F
444;Vanderkamp, Margaret;Store Temporary Checker;06/26/2001;07/23/1958;Partial High School;M
445;Carroll, Rosmarie;Store Temporary Checker;12/10/2003;06/30/1959;Partial High School;F
446;Contreras, Dorothy;Store Temporary Checker;09/29/2001;07/17/1968;Graduate Degree;M
447;Cantoni, Joseph;Store Temporary Checker;11/12/2002;11/24/1963;Partial High School;M
448;Reed, Celine;Store Temporary Checker;07/08/2002;02/21/1955;High School Degree;F
449;Peterson, Glin;Store Temporary Checker;01/05/2002;12/15/1966;Graduate Degree;M
450;Osborn, Stephen;Store Temporary Checker;05/05/2002;08/07/1965;High School Degree;F
451;Graham., Lowell;Store Temporary Checker;01/10/2002;09/20/1962;High School Degree;F
452;Shaddy, Jamie;Store Temporary Checker;06/04/2002;04/12/1960;Partial College;F
453;Haemon, Hattie;Store Temporary Checker;05/30/2004;07/25/1966;Partial College;M
454;Krow, Jame;Store Temporary Checker;08/24/2002;11/16/1965;Partial College;F
455;Belli, Shane;Store Temporary Checker;06/01/2004;07/15/1965;Bachelors Degree;M
456;Porter, Ethel;Store Permanent Stocker;10/30/2001;07/07/1963;Partial High School;F
457;Lesko, Gloria;Store Permanent Stocker;01/07/2003;05/29/1964;Partial College;F
458;Worland, Michael;Store Permanent Stocker;06/23/2004;05/14/1981;High School Degree;M
459;Torre, Alvin;Store Permanent Stocker;12/10/2001;09/14/1950;High School Degree;M
460;Ramos, Susan;Store Permanent Stocker;01/31/2004;11/08/1964;Bachelors Degree;M
461;Christie, Jill;Store Permanent Stocker;11/05/2003;09/25/1956;Bachelors Degree;F
462;Zocchi, Juanita;Store Permanent Stocker;07/04/2001;07/22/1965;High School Degree;M
463;Altamirano, Sandra;Store Permanent Stocker;01/30/2003;09/28/1961;Graduate Degree;M
464;Benson, Edna;Store Permanent Stocker;09/30/2003;11/04/1965;Bachelors Degree;M
465;Deborde, Alexander;Store Permanent Stocker;09/09/2003;06/18/1971;Partial College;M
466;Calone, Barbara;Store Permanent Stocker;12/15/2002;12/21/1978;Bachelors Degree;F
467;Pompa, Cheryl;Store Permanent Stocker;06/24/2002;02/18/1969;Partial College;F
468;Traube, Doris;Store Temporary Stocker;08/21/2001;04/04/1965;Partial College;M
469;Sloan, Cathy;Store Temporary Stocker;08/13/2001;09/07/1964;Partial College;F
470;Villa, Homer;Store Temporary Stocker;10/25/2001;07/30/1978;High School Degree;F
471;Herman, Deena;Store Temporary Stocker;10/23/2004;02/22/1964;Graduate Degree;F
472;Roberts, Leota;Store Temporary Stocker;03/02/2001;08/11/1974;Graduate Degree;F
473;Mc Clane, John;Store Temporary Stocker;06/17/2002;09/13/1979;Partial College;F
474;Maxham, Jennifer;Store Temporary Stocker;09/10/2003;04/18/1955;Graduate Degree;M
475;Sullivan, Elizabeth;Store Temporary Stocker;11/03/2001;12/02/1975;Bachelors Degree;F
476;Watada, Irene;Store Temporary Stocker;05/13/2003;09/26/1964;Partial High School;F
477;Rhiger, Constance;Store Temporary Stocker;07/27/2003;02/18/1976;Bachelors Degree;F
478;Finley, Rhoda;Store Temporary Stocker;12/12/2002;12/23/1962;Graduate Degree;F
479;Winter, Kathleen;Store Temporary Stocker;02/28/2003;07/29/1960;Partial College;F
480;Adams, Carla;Store Temporary Stocker;05/07/2002;02/25/1955;Partial High School;M
481;Tench, Vanessa;Store Temporary Stocker;07/23/2001;11/07/1968;High School Degree;M
482;Brink, Carol;Store Temporary Stocker;02/22/2003;01/21/1957;Partial High School;M
483;Reynolds, Adam;Store Assistant Manager;07/22/2002;02/17/1971;Bachelors Degree;F
484;Posner, Constance;Store Shift Supervisor;11/18/2001;09/16/1965;Bachelors Degree;F
485;Hapke, William;Store Shift Supervisor;10/16/2002;04/28/1966;Partial College;M
486;Huff, Joshua;Store Shift Supervisor;10/04/2001;07/26/1966;Bachelors Degree;F
487;Brown, Carolee;Store Permanent Butcher;03/11/2001;02/27/1975;Partial College;M
488;Giglio, Frances;Store Permanent Butcher;02/03/2002;05/05/1957;High School Degree;M
489;Sherwood, Irma;Store Information Systems;12/15/2001;06/30/1964;High School Degree;F
490;Becker, Benjamin;Sales Executive;03/23/2001;01/17/1961;PhD. Marketing;F
491;Tedford, Chad;Sales Executive;01/24/2001;08/11/1962;PhD. Marketing;M
492;Roy, Luke;Sales Executive;06/16/2001;03/19/1965;PhD. Marketing;M
493;Holloway, Jean;Sales Executive;01/25/2002;09/27/1967;PhD. Marketing;F
494;Trau, Olga;Sales Executive;05/13/2001;10/29/1964;PhD. Marketing;M
495;Carnes, Steve;Sales Executive;07/12/2002;10/05/1960;PhD. Marketing;M
496;Potts, Betty;Sales Executive;11/10/2002;12/16/1955;PhD. Marketing;M
497;Kozlowski, Edward;Sales Executive;02/14/2002;04/28/1965;PhD. Marketing;M
498;Looney, Sharon;Sales Executive;09/20/2002;01/09/1967;PhD. Marketing;M
499;Magenheimer, Patrick;Sales Executive;02/04/2002;07/30/1954;PhD. Marketing;F
500;Hofsetz, Sue;Sales Executive;08/04/2001;05/18/1966;PhD. Marketing;F
501;Gilliat, Janet;Sales Executive;02/12/2002;11/28/1968;PhD. Marketing;F
502;Wojcik, Charlene;Store Temporary Checker;05/30/2002;03/25/1959;High School Degree;F
503;Wolf, Eunice;Store Temporary Checker;12/21/2002;08/03/1959;Bachelors Degree;F
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
